,id,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Commnet_8
84,00117465,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
85,00148751,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Conscientious about classroom responsibilities--'],[''],['Conscientious about classroom responsibilities--'],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
86,00116757,"['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work-']
87,00122019,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--Pobre preparacion para la clase.'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']"
88,00123629,['Incomplete homework--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
89,00122952,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],['Demonstrates outstanding effort--']
90,00123118,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
91,00128797,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
92,00128218,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Demonstrates above average ability, motivation and attitude in this class--']"
93,00118374,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
94,00119257,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation, and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
95,00117848,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['Incomplete homework--']
96,00117824,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Failed to make up missed work']
97,00115457,['Need put more effort for Chinese'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
98,00136556,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],['Demonstrates outstanding effort--']
99,00124809,['Inattentiveness in class--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
100,00118186,['Incomplete homework--'],['Conscientious about classroom responsibilities--'],[''],[''],['Improvement noted--'],[''],['Conscientious about classroom responsibilities--'],['Owes 7 assignments --']
101,00117522,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
102,00117684,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']"
103,00122134,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Need put more effort for Chinese'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
104,00126769,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation, and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
105,00126653,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Conscientious about classroom responsibilities--']
106,00122871,['Inattentiveness in class--'],[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
107,00117875,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--']
108,00116646,[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Need put more effort for Chinese'],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
109,00143054,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],[''],['Incomplete homework--'],['Incomplete homework--Asignaciones incompletas.'],['Demonstrates outstanding effort--']
110,00122097,['Incomplete work--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],['Good work. Satisfactory'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--']
111,00117976,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
112,00116412,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['Inattentiveness in class--'],['Incomplete work--'],['Owes 4 assignments --'],[''],['Unprepared for class--'],['Incomplete work--']
113,00122140,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
114,00137955,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
115,00117619,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--']
116,00123030,['Conscientious about classroom responsibilities--'],[''],['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
117,00117617,['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[''],['Good work. Satisfactory'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
118,00117674,['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Conscientious about classroom responsibilities--'],['Incomplete homework--']
119,00117725,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete homework--Asignaciones incompletas.'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
120,00118500,['Conscientious about classroom responsibilities--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],"['Demonstrates above average ability, motivation and attitude in this class--']"
121,00117622,"['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--']
122,00142855,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],['Need put more effort for Chinese'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Conscientious about classroom responsibilities--']
123,00122869,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],['Incomplete homework--']
124,00134904,['Conscientious about classroom responsibilities--'],['Poor test scores--'],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--']
125,00122968,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
126,00122955,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
127,00117634,[''],[''],[''],[''],[''],[''],[''],['']
128,00145265,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],[''],['Good work. Satisfactory']
129,00118078,['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']"
130,00121869,['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
131,00117912,['Parent conference requested--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Need put more effort for Chinese'],['Incomplete homework--']
132,00117487,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
133,00119424,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--']
134,00126101,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
135,00117783,"['Demonstrates above average ability, motivation and attitude in this class--']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
136,00117495,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Demonstrates above average ability, motivation and attitude in this class--']",['']
137,00117810,"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
138,00117676,"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
139,00122094,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
140,00117442,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
141,00117497,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
142,00118195,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
143,00124368,"['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
144,00126842,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
145,00126844,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
146,00118254,['Incomplete homework--'],[''],[''],[''],[''],[''],[''],['']
147,00117639,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
148,00117915,['Need put more effort for Chinese'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
149,00117831,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
150,00118955,"['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']"
151,00117918,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
152,00123192,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
153,00138653,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
154,00117723,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--Trabajo incompleto.'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
155,00119770,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Late work = points off --'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
156,00127186,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']"
157,00121404,['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
158,00121104,['Poor test scores--'],[''],['Demonstrates outstanding effort--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--']
159,00117819,['Demonstrates outstanding effort--'],['Needs to improve pronunciation.'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
160,00118253,['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
161,00118000,['.'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
162,00127006,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Poor test scores--']
163,00122361,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
164,00117806,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],['Demonstrates outstanding effort--']
165,00117441,['Need put more effort for Chinese'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--']
166,00117502,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
167,00127657,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--']
168,00117485,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
169,00122902,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
170,00117548,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
171,00117817,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--']
